Gm#,Date,Tm,Opp,Attendance,,,,,,,,,,,,,,,,,
3405,"Friday, Apr 8",LAA,HOU,"42,719",,,,,,,,,,,,,,,,,
3406,"Saturday, Apr 9",LAA,HOU,"36,139",,,,,,,,,,,,,,,,,
3407,"Sunday, Apr 10",LAA,HOU,"41,253",,,,,,,,,,,,,,,,,
3408,"Monday, Apr 11",LAA,MIA,"20,480",,,,,,,,,,,,,,,,,
3409,"Tuesday, Apr 12",LAA,MIA,"16,132",,,,,,,,,,,,,,,,,
3410,"Friday, Apr 22",LAA,BAL,"31,679",,,,,,,,,,,,,,,,,
3411,"Saturday, Apr 23",LAA,BAL,"43,883",,,,,,,,,,,,,,,,,
3412,"Sunday, Apr 24",LAA,BAL,"41,984",,,,,,,,,,,,,,,,,
3413,"Monday, Apr 25",LAA,CLE,"23,099",,,,,,,,,,,,,,,,,
3414,"Tuesday, Apr 26",LAA,CLE,"22,551",,,,,,,,,,,,,,,,,
3415,"Wednesday, Apr 27",LAA,CLE,"28,557",,,,,,,,,,,,,,,,,
3416,"Thursday, Apr 28",LAA,CLE,"18,826",,,,,,,,,,,,,,,,,
3417,"Friday, May 6",LAA,WSN,"41,923",,,,,,,,,,,,,,,,,
3418,"Saturday, May 7",LAA,WSN,"30,666",,,,,,,,,,,,,,,,,
3419,"Sunday, May 8",LAA,WSN,"32,337",,,,,,,,,,,,,,,,,
3420,"Monday, May 9",LAA,TBR,"19,537",,,,,,,,,,,,,,,,,
3421,"Tuesday, May 10",LAA,TBR,"39,313",,,,,,,,,,,,,,,,,
3422,"Wednesday, May 11",LAA,TBR,"21,045",,,,,,,,,,,,,,,,,
3423,"Friday, May 20",LAA,OAK,"32,422",,,,,,,,,,,,,,,,,
3424,"Saturday, May 21",LAA,OAK,"39,045",,,,,,,,,,,,,,,,,
3425,"Sunday, May 22",LAA,OAK,"40,042",,,,,,,,,,,,,,,,,
3426,"Tuesday, May 24",LAA,TEX,"23,791",,,,,,,,,,,,,,,,,
3427,"Wednesday, May 25",LAA,TEX,"22,950",,,,,,,,,,,,,,,,,
3428,"Thursday, May 26",LAA,TOR,"28,228",,,,,,,,,,,,,,,,,
3429,"Friday, May 27",LAA,TOR,"44,641",,,,,,,,,,,,,,,,,
3430,"Saturday, May 28",LAA,TOR,"34,005",,,,,,,,,,,,,,,,,
3431,"Sunday, May 29",LAA,TOR,"36,568",,,,,,,,,,,,,,,,,
3432,"Monday, Jun 6",LAA,BOS,"29,395",,,,,,,,,,,,,,,,,
3433,"Tuesday, Jun 7",LAA,BOS,"27,627",,,,,,,,,,,,,,,,,
3434,"Wednesday, Jun 8",LAA,BOS,"26,587",,,,,,,,,,,,,,,,,
3435,"Thursday, Jun 9",LAA,BOS,"28,595",,,,,,,,,,,,,,,,,
3436,"Friday, Jun 10",LAA,NYM,"31,499",,,,,,,,,,,,,,,,,
3437,"Saturday, Jun 11",LAA,NYM,"36,408",,,,,,,,,,,,,,,,,
3438,"Sunday, Jun 12",LAA,NYM,"36,598",,,,,,,,,,,,,,,,,
3439,"Monday, Jun 20",LAA,KCR,"22,234",,,,,,,,,,,,,,,,,
3440,"Tuesday, Jun 21",LAA,KCR,"20,189",,,,,,,,,,,,,,,,,
3441,"Wednesday, Jun 22",LAA,KCR,"34,792",,,,,,,,,,,,,,,,,
3442,"Friday, Jun 24",LAA,SEA,"35,704",,,,,,,,,,,,,,,,,
3443,"Saturday, Jun 25",LAA,SEA,"35,466",,,,,,,,,,,,,,,,,
3444,"Sunday, Jun 26",LAA,SEA,"26,489",,,,,,,,,,,,,,,,,
3445,"Monday, Jun 27",LAA,CHW,"21,973",,,,,,,,,,,,,,,,,
3446,"Tuesday, Jun 28",LAA,CHW,"23,979",,,,,,,,,,,,,,,,,
3447,"Wednesday, Jun 29",LAA,CHW,"27,612",,,,,,,,,,,,,,,,,
3448,"Tuesday, Jul 12",LAA,HOU,"27,180",,,,,,,,,,,,,,,,,
3449,"Wednesday, Jul 13",LAA,HOU,"27,803",,,,,,,,,,,,,,,,,
3450,"Thursday, Jul 14",LAA,HOU,"34,496",,,,,,,,,,,,,,,,,
3451,"Friday, Jul 15",LAA,LAD,"44,648",,,,,,,,,,,,,,,,,
3452,"Saturday, Jul 16",LAA,LAD,"44,728",,,,,,,,,,,,,,,,,
3453,"Thursday, Jul 28",LAA,TEX,"29,718",,,,,,,,,,,,,,,,,
3454,"Friday, Jul 29",LAA,TEX,"29,906",,,,,,,,,,,,,,,,,
3455,"Saturday, Jul 30",LAA,TEX,"32,968",,,,,,,,,,,,,,,,,
3456,"Sunday, Jul 31",LAA,TEX,"29,257",,,,,,,,,,,,,,,,,
3457,"Tuesday, Aug 2",LAA,OAK,"22,920",,,,,,,,,,,,,,,,,
3458,"Wednesday, Aug 3",LAA,OAK,"25,190",,,,,,,,,,,,,,,,,
3459,"Thursday, Aug 4",LAA,OAK,"23,849",,,,,,,,,,,,,,,,,
3460,"Friday, Aug 12",LAA,MIN,"33,459",,,,,,,,,,,,,,,,,
3461,"Saturday, Aug 13",LAA,MIN,"43,027",,,,,,,,,,,,,,,,,
3462,"Sunday, Aug 14",LAA,MIN,"27,515",,,,,,,,,,,,,,,,,
3463,"Monday, Aug 15",LAA,SEA,"23,096",,,,,,,,,,,,,,,,,
3464,"Tuesday, Aug 16",LAA,SEA,"20,294",,,,,,,,,,,,,,,,,
3465,"Wednesday, Aug 17",LAA,SEA,"19,550",,,,,,,,,,,,,,,,,
3466,"Monday, Aug 29",LAA,NYY,"44,537",,,,,,,,,,,,,,,,,
3467,"Tuesday, Aug 30",LAA,NYY,"42,684",,,,,,,,,,,,,,,,,
3468,"Wednesday, Aug 31",LAA,NYY,"43,555",,,,,,,,,,,,,,,,,
3469,"Friday, Sep 2",LAA,HOU,"22,464",,,,,,,,,,,,,,,,,
3470,"Saturday, Sep 3",LAA,HOU,"38,244",,,,,,,,,,,,,,,,,
3471,"Sunday, Sep 4",LAA,HOU,"28,179",,,,,,,,,,,,,,,,,
3472,"Monday, Sep 5",LAA,DET,"19,518",,,,,,,,,,,,,,,,,
3473,"Tuesday, Sep 6",LAA,DET,"20,002",,,,,,,,,,,,,,,,,
3474,"Wednesday, Sep 7",LAA,DET,"15,756",,,,,,,,,,,,,,,,,
3475,"Friday, Sep 16",LAA,SEA,"37,480",,,,,,,,,,,,,,,,,
3476,"Saturday, Sep 17",LAA,SEA,"35,538",,,,,,,,,,,,,,,,,
3477,"Sunday, Sep 18",LAA,SEA,"24,929",,,,,,,,,,,,,,,,,
3478,"Monday, Sep 19",LAA,SEA,"15,594",,,,,,,,,,,,,,,,,
3479,"Tuesday, Sep 27",LAA,OAK,"19,374",,,,,,,,,,,,,,,,,
3480,"Wednesday, Sep 28",LAA,OAK,"23,573",,,,,,,,,,,,,,,,,
3481,"Thursday, Sep 29",LAA,OAK,"31,293",,,,,,,,,,,,,,,,,
3482,"Friday, Sep 30",LAA,TEX,"32,939",,,,,,,,,,,,,,,,,
3483,"Saturday, Oct 1",LAA,TEX,"32,472",,,,,,,,,,,,,,,,,
3484,"Sunday, Oct 2",LAA,TEX,"26,041",,,,,,,,,,,,,,,,,
3485,"Thursday, Apr 7",LAA,HOU,"44,723",,,,,,,,,,,,,,,,,
3486,"Friday, Apr 8",LAA,HOU,"42,719",,,,,,,,,,,,,,,,,
3487,"Saturday, Apr 9",LAA,HOU,"36,139",,,,,,,,,,,,,,,,,
3488,"Sunday, Apr 10",LAA,HOU,"41,253",,,,,,,,,,,,,,,,,
3489,"Monday, Apr 11",LAA,MIA,"20,480",,,,,,,,,,,,,,,,,
3490,"Tuesday, Apr 12",LAA,MIA,"16,132",,,,,,,,,,,,,,,,,
3491,"Friday, Apr 22",LAA,BAL,"31,679",,,,,,,,,,,,,,,,,
3492,"Saturday, Apr 23",LAA,BAL,"43,883",,,,,,,,,,,,,,,,,
3493,"Sunday, Apr 24",LAA,BAL,"41,984",,,,,,,,,,,,,,,,,
3494,"Monday, Apr 25",LAA,CLE,"23,099",,,,,,,,,,,,,,,,,
3495,"Tuesday, Apr 26",LAA,CLE,"22,551",,,,,,,,,,,,,,,,,
3496,"Wednesday, Apr 27",LAA,CLE,"28,557",,,,,,,,,,,,,,,,,
3497,"Thursday, Apr 28",LAA,CLE,"18,826",,,,,,,,,,,,,,,,,
3498,"Friday, May 6",LAA,WSN,"41,923",,,,,,,,,,,,,,,,,
3499,"Saturday, May 7",LAA,WSN,"30,666",,,,,,,,,,,,,,,,,
3500,"Sunday, May 8",LAA,WSN,"32,337",,,,,,,,,,,,,,,,,
3501,"Monday, May 9",LAA,TBR,"19,537",,,,,,,,,,,,,,,,,
3502,"Tuesday, May 10",LAA,TBR,"39,313",,,,,,,,,,,,,,,,,
3503,"Wednesday, May 11",LAA,TBR,"21,045",,,,,,,,,,,,,,,,,
3504,"Friday, May 20",LAA,OAK,"32,422",,,,,,,,,,,,,,,,,
3505,"Saturday, May 21",LAA,OAK,"39,045",,,,,,,,,,,,,,,,,
3506,"Sunday, May 22",LAA,OAK,"40,042",,,,,,,,,,,,,,,,,
3507,"Tuesday, May 24",LAA,TEX,"23,791",,,,,,,,,,,,,,,,,
3508,"Wednesday, May 25",LAA,TEX,"22,950",,,,,,,,,,,,,,,,,
3509,"Thursday, May 26",LAA,TOR,"28,228",,,,,,,,,,,,,,,,,
3510,"Friday, May 27",LAA,TOR,"44,641",,,,,,,,,,,,,,,,,
3511,"Saturday, May 28",LAA,TOR,"34,005",,,,,,,,,,,,,,,,,
3512,"Sunday, May 29",LAA,TOR,"36,568",,,,,,,,,,,,,,,,,
3513,"Monday, Jun 6",LAA,BOS,"29,395",,,,,,,,,,,,,,,,,
3514,"Tuesday, Jun 7",LAA,BOS,"27,627",,,,,,,,,,,,,,,,,
3515,"Wednesday, Jun 8",LAA,BOS,"26,587",,,,,,,,,,,,,,,,,
3516,"Thursday, Jun 9",LAA,BOS,"28,595",,,,,,,,,,,,,,,,,
3517,"Friday, Jun 10",LAA,NYM,"31,499",,,,,,,,,,,,,,,,,
3518,"Saturday, Jun 11",LAA,NYM,"36,408",,,,,,,,,,,,,,,,,
3519,"Sunday, Jun 12",LAA,NYM,"36,598",,,,,,,,,,,,,,,,,
3520,"Monday, Jun 20",LAA,KCR,"22,234",,,,,,,,,,,,,,,,,
3521,"Tuesday, Jun 21",LAA,KCR,"20,189",,,,,,,,,,,,,,,,,
3522,"Wednesday, Jun 22",LAA,KCR,"34,792",,,,,,,,,,,,,,,,,
3523,"Friday, Jun 24",LAA,SEA,"35,704",,,,,,,,,,,,,,,,,
3524,"Saturday, Jun 25",LAA,SEA,"35,466",,,,,,,,,,,,,,,,,
3525,"Sunday, Jun 26",LAA,SEA,"26,489",,,,,,,,,,,,,,,,,
3526,"Monday, Jun 27",LAA,CHW,"21,973",,,,,,,,,,,,,,,,,
3527,"Tuesday, Jun 28",LAA,CHW,"23,979",,,,,,,,,,,,,,,,,
3528,"Wednesday, Jun 29",LAA,CHW,"27,612",,,,,,,,,,,,,,,,,
3529,"Tuesday, Jul 12",LAA,HOU,"27,180",,,,,,,,,,,,,,,,,
3530,"Wednesday, Jul 13",LAA,HOU,"27,803",,,,,,,,,,,,,,,,,
3531,"Thursday, Jul 14",LAA,HOU,"34,496",,,,,,,,,,,,,,,,,
3532,"Friday, Jul 15",LAA,LAD,"44,648",,,,,,,,,,,,,,,,,
3533,"Saturday, Jul 16",LAA,LAD,"44,728",,,,,,,,,,,,,,,,,
3534,"Thursday, Jul 28",LAA,TEX,"29,718",,,,,,,,,,,,,,,,,
3535,"Friday, Jul 29",LAA,TEX,"29,906",,,,,,,,,,,,,,,,,
3536,"Saturday, Jul 30",LAA,TEX,"32,968",,,,,,,,,,,,,,,,,
3537,"Sunday, Jul 31",LAA,TEX,"29,257",,,,,,,,,,,,,,,,,
3538,"Tuesday, Aug 2",LAA,OAK,"22,920",,,,,,,,,,,,,,,,,
3539,"Wednesday, Aug 3",LAA,OAK,"25,190",,,,,,,,,,,,,,,,,
3540,"Thursday, Aug 4",LAA,OAK,"23,849",,,,,,,,,,,,,,,,,
3541,"Friday, Aug 12",LAA,MIN,"33,459",,,,,,,,,,,,,,,,,
3542,"Saturday, Aug 13",LAA,MIN,"43,027",,,,,,,,,,,,,,,,,
3543,"Sunday, Aug 14",LAA,MIN,"27,515",,,,,,,,,,,,,,,,,
3544,"Monday, Aug 15",LAA,SEA,"23,096",,,,,,,,,,,,,,,,,
3545,"Tuesday, Aug 16",LAA,SEA,"20,294",,,,,,,,,,,,,,,,,
3546,"Wednesday, Aug 17",LAA,SEA,"19,550",,,,,,,,,,,,,,,,,
3547,"Monday, Aug 29",LAA,NYY,"44,537",,,,,,,,,,,,,,,,,
3548,"Tuesday, Aug 30",LAA,NYY,"42,684",,,,,,,,,,,,,,,,,
3549,"Wednesday, Aug 31",LAA,NYY,"43,555",,,,,,,,,,,,,,,,,
3550,"Friday, Sep 2",LAA,HOU,"22,464",,,,,,,,,,,,,,,,,
3551,"Saturday, Sep 3",LAA,HOU,"38,244",,,,,,,,,,,,,,,,,
3552,"Sunday, Sep 4",LAA,HOU,"28,179",,,,,,,,,,,,,,,,,
3553,"Monday, Sep 5",LAA,DET,"19,518",,,,,,,,,,,,,,,,,
3554,"Tuesday, Sep 6",LAA,DET,"20,002",,,,,,,,,,,,,,,,,
3555,"Wednesday, Sep 7",LAA,DET,"15,756",,,,,,,,,,,,,,,,,
3556,"Friday, Sep 16",LAA,SEA,"37,480",,,,,,,,,,,,,,,,,
3557,"Saturday, Sep 17",LAA,SEA,"35,538",,,,,,,,,,,,,,,,,
3558,"Sunday, Sep 18",LAA,SEA,"24,929",,,,,,,,,,,,,,,,,
3559,"Monday, Sep 19",LAA,SEA,"15,594",,,,,,,,,,,,,,,,,
3560,"Tuesday, Sep 27",LAA,OAK,"19,374",,,,,,,,,,,,,,,,,
3561,"Wednesday, Sep 28",LAA,OAK,"23,573",,,,,,,,,,,,,,,,,
3562,"Thursday, Sep 29",LAA,OAK,"31,293",,,,,,,,,,,,,,,,,
3563,"Friday, Sep 30",LAA,TEX,"32,939",,,,,,,,,,,,,,,,,
3564,"Saturday, Oct 1",LAA,TEX,"32,472",,,,,,,,,,,,,,,,,
3565,"Sunday, Oct 2",LAA,TEX,"26,041",,,,,,,,,,,,,,,,,
3566,"Thursday, Apr 14",MIA,PHI,"31,184",,,,,,,,,,,,,,,,,
3567,"Friday, Apr 15",MIA,PHI,"11,990",,,,,,,,,,,,,,,,,
3568,"Saturday, Apr 16",MIA,PHI,"13,412",,,,,,,,,,,,,,,,,
3569,"Sunday, Apr 17",MIA,PHI,"11,476",,,,,,,,,,,,,,,,,
3570,"Tuesday, Apr 19",MIA,STL,"8,475",,,,,,,,,,,,,,,,,
3571,"Wednesday, Apr 20",MIA,STL,"8,655",,,,,,,,,,,,,,,,,
3572,"Thursday, Apr 21",MIA,STL,"9,670",,,,,,,,,,,,,,,,,
3573,"Friday, Apr 29",MIA,SEA,"9,963",,,,,,,,,,,,,,,,,
3574,"Saturday, Apr 30",MIA,SEA,"29,010",,,,,,,,,,,,,,,,,
3575,"Sunday, May 1",MIA,SEA,"16,741",,,,,,,,,,,,,,,,,
3576,"Monday, May 2",MIA,ARI,"6,224",,,,,,,,,,,,,,,,,
3577,"Tuesday, May 3",MIA,ARI,"6,263",,,,,,,,,,,,,,,,,
3578,"Wednesday, May 4",MIA,ARI,"7,356",,,,,,,,,,,,,,,,,
3579,"Friday, May 13",MIA,MIL,"9,110",,,,,,,,,,,,,,,,,
3580,"Saturday, May 14",MIA,MIL,"12,941",,,,,,,,,,,,,,,,,
3581,"Sunday, May 15",MIA,MIL,"11,729",,,,,,,,,,,,,,,,,
3582,"Monday, May 16",MIA,WSN,"6,601",,,,,,,,,,,,,,,,,
3583,"Tuesday, May 17",MIA,WSN,"8,097",,,,,,,,,,,,,,,,,
3584,"Wednesday, May 18",MIA,WSN,"7,566",,,,,,,,,,,,,,,,,
3585,"Friday, May 20",MIA,ATL,"9,776",,,,,,,,,,,,,,,,,
3586,"Saturday, May 21",MIA,ATL,"13,264",,,,,,,,,,,,,,,,,
3587,"Sunday, May 22",MIA,ATL,"17,908",,,,,,,,,,,,,,,,,
3588,"Thursday, Jun 2",MIA,SFG,"8,202",,,,,,,,,,,,,,,,,
3589,"Friday, Jun 3",MIA,SFG,"6,512",,,,,,,,,,,,,,,,,
3590,"Saturday, Jun 4",MIA,SFG,"7,515",,,,,,,,,,,,,,,,,
3591,"Sunday, Jun 5",MIA,SFG,"9,641",,,,,,,,,,,,,,,,,
3592,"Tuesday, Jun 7",MIA,WSN,"7,112",,,,,,,,,,,,,,,,,
3593,"Wednesday, Jun 8",MIA,WSN,"7,193",,,,,,,,,,,,,,,,,
3594,"Thursday, Jun 9",MIA,WSN,"9,108",,,,,,,,,,,,,,,,,
3595,"Tuesday, Jun 21",MIA,COL,"9,012",,,,,,,,,,,,,,,,,
3596,"Wednesday, Jun 22",MIA,COL,"8,983",,,,,,,,,,,,,,,,,
3597,"Thursday, Jun 23",MIA,COL,"11,854",,,,,,,,,,,,,,,,,
3598,"Friday, Jun 24",MIA,NYM,"11,444",,,,,,,,,,,,,,,,,
3599,"Saturday, Jun 25",MIA,NYM,"18,722",,,,,,,,,,,,,,,,,
3600,"Sunday, Jun 26",MIA,NYM,"19,343",,,,,,,,,,,,,,,,,
3601,"Tuesday, Jul 5",MIA,LAA,"13,338",,,,,,,,,,,,,,,,,
3602,"Wednesday, Jul 6",MIA,LAA,"18,741",,,,,,,,,,,,,,,,,
3603,"Monday, Jul 11",MIA,PIT,"8,560",,,,,,,,,,,,,,,,,
3604,"Tuesday, Jul 12",MIA,PIT,"8,022",,,,,,,,,,,,,,,,,
3605,"Wednesday, Jul 13",MIA,PIT,"9,524",,,,,,,,,,,,,,,,,
3606,"Thursday, Jul 14",MIA,PIT,"13,612",,,,,,,,,,,,,,,,,
3607,"Friday, Jul 15",MIA,PHI,"10,193",,,,,,,,,,,,,,,,,
3608,"Saturday, Jul 16",MIA,PHI,"13,497",,,,,,,,,,,,,,,,,
3609,"Sunday, Jul 17",MIA,PHI,"12,450",,,,,,,,,,,,,,,,,
3610,"Thursday, Jul 21",MIA,TEX,"9,524",,,,,,,,,,,,,,,,,
3611,"Friday, Jul 29",MIA,NYM,"15,131",,,,,,,,,,,,,,,,,
3612,"Saturday, Jul 30",MIA,NYM,"16,655",,,,,,,,,,,,,,,,,
3613,"Sunday, Jul 31",MIA,NYM,"17,449",,,,,,,,,,,,,,,,,
3614,"Monday, Aug 1",MIA,CIN,"7,701",,,,,,,,,,,,,,,,,
3615,"Tuesday, Aug 2",MIA,CIN,"8,188",,,,,,,,,,,,,,,,,
3616,"Wednesday, Aug 3",MIA,CIN,"8,656",,,,,,,,,,,,,,,,,
3617,"Friday, Aug 12",MIA,ATL,"10,459",,,,,,,,,,,,,,,,,
3618,"Saturday, Aug 13 (1)",MIA,ATL,"7,308",,,,,,,,,,,,,,,,,
3619,"Saturday, Aug 13 (2)",MIA,ATL,"11,910",,,,,,,,,,,,,,,,,
3620,"Sunday, Aug 14",MIA,ATL,"10,902",,,,,,,,,,,,,,,,,
3621,"Monday, Aug 15",MIA,SDP,"9,123",,,,,,,,,,,,,,,,,
3622,"Tuesday, Aug 16",MIA,SDP,"9,065",,,,,,,,,,,,,,,,,
3623,"Wednesday, Aug 17",MIA,SDP,"7,273",,,,,,,,,,,,,,,,,
3624,"Friday, Aug 26",MIA,LAD,"9,365",,,,,,,,,,,,,,,,,
3625,"Saturday, Aug 27",MIA,LAD,"23,543",,,,,,,,,,,,,,,,,
3626,"Sunday, Aug 28",MIA,LAD,"13,617",,,,,,,,,,,,,,,,,
3627,"Monday, Aug 29",MIA,LAD,"10,288",,,,,,,,,,,,,,,,,
3628,"Tuesday, Aug 30",MIA,TBR,"7,386",,,,,,,,,,,,,,,,,
3629,"Wednesday, Aug 31",MIA,TBR,"7,420",,,,,,,,,,,,,,,,,
3630,"Friday, Sep 9",MIA,NYM,"12,692",,,,,,,,,,,,,,,,,
3631,"Saturday, Sep 10",MIA,NYM,"17,441",,,,,,,,,,,,,,,,,
3632,"Sunday, Sep 11",MIA,NYM,"13,234",,,,,,,,,,,,,,,,,
3633,"Monday, Sep 12 (1)",MIA,TEX,"5,095",,,,,,,,,,,,,,,,,
3634,"Monday, Sep 12 (2)",MIA,TEX,"5,242",,,,,,,,,,,,,,,,,
3635,"Tuesday, Sep 13",MIA,PHI,"5,801",,,,,,,,,,,,,,,,,
3636,"Wednesday, Sep 14",MIA,PHI,"5,632",,,,,,,,,,,,,,,,,
3637,"Thursday, Sep 15",MIA,PHI,"7,877",,,,,,,,,,,,,,,,,
3638,"Monday, Sep 19",MIA,CHC,"8,315",,,,,,,,,,,,,,,,,
3639,"Tuesday, Sep 20",MIA,CHC,"7,972",,,,,,,,,,,,,,,,,
3640,"Wednesday, Sep 21",MIA,CHC,"8,753",,,,,,,,,,,,,,,,,
3641,"Friday, Sep 23",MIA,WSN,"12,240",,,,,,,,,,,,,,,,,
3642,"Saturday, Sep 24",MIA,WSN,"16,099",,,,,,,,,,,,,,,,,
3643,"Sunday, Sep 25",MIA,WSN,"13,042",,,,,,,,,,,,,,,,,
3644,"Monday, Oct 3",MIA,ATL,"10,767",,,,,,,,,,,,,,,,,
3645,"Tuesday, Oct 4",MIA,ATL,"14,138",,,,,,,,,,,,,,,,,
3646,"Wednesday, Oct 5",MIA,ATL,"12,195",,,,,,,,,,,,,,,,,
3647,"Thursday, Apr 14",MIL,STL,"42,794",,,,,,,,,,,,,,,,,
3648,"Friday, Apr 15",MIL,STL,"26,874",,,,,,,,,,,,,,,,,
3649,"Saturday, Apr 16",MIL,STL,"26,356",,,,,,,,,,,,,,,,,
3650,"Sunday, Apr 17",MIL,STL,"23,001",,,,,,,,,,,,,,,,,
3651,"Monday, Apr 18",MIL,PIT,"21,512",,,,,,,,,,,,,,,,,
3652,"Tuesday, Apr 19",MIL,PIT,"22,747",,,,,,,,,,,,,,,,,
3653,"Wednesday, Apr 20",MIL,PIT,"20,790",,,,,,,,,,,,,,,,,
3654,"Monday, Apr 25",MIL,SFG,"21,186",,,,,,,,,,,,,,,,,
3655,"Friday, Apr 29",MIL,CHC,"29,062",,,,,,,,,,,,,,,,,
3656,"Saturday, Apr 30",MIL,CHC,"37,263",,,,,,,,,,,,,,,,,
3657,"Sunday, May 1",MIL,CHC,"35,137",,,,,,,,,,,,,,,,,
3658,"Tuesday, May 3",MIL,CIN,"21,961",,,,,,,,,,,,,,,,,
3659,"Wednesday, May 4",MIL,CIN,"25,413",,,,,,,,,,,,,,,,,
3660,"Thursday, May 5",MIL,CIN,"21,715",,,,,,,,,,,,,,,,,
3661,"Monday, May 16",MIL,ATL,"25,880",,,,,,,,,,,,,,,,,
3662,"Tuesday, May 17",MIL,ATL,"28,910",,,,,,,,,,,,,,,,,
3663,"Wednesday, May 18",MIL,ATL,"27,014",,,,,,,,,,,,,,,,,
3664,"Friday, May 20",MIL,WSN,"29,609",,,,,,,,,,,,,,,,,
3665,"Saturday, May 21",MIL,WSN,"34,837",,,,,,,,,,,,,,,,,
3666,"Sunday, May 22",MIL,WSN,"39,822",,,,,,,,,,,,,,,,,
3667,"Thursday, Jun 2",MIL,SDP,"21,451",,,,,,,,,,,,,,,,,
3668,"Friday, Jun 3",MIL,SDP,"30,019",,,,,,,,,,,,,,,,,
3669,"Saturday, Jun 4",MIL,SDP,"37,376",,,,,,,,,,,,,,,,,
3670,"Sunday, Jun 5",MIL,SDP,"32,285",,,,,,,,,,,,,,,,,
3671,"Tuesday, Jun 7",MIL,PHI,"27,109",,,,,,,,,,,,,,,,,
3672,"Wednesday, Jun 8",MIL,PHI,"29,353",,,,,,,,,,,,,,,,,
3673,"Thursday, Jun 9",MIL,PHI,"27,306",,,,,,,,,,,,,,,,,
3674,"Monday, Jun 20",MIL,STL,"28,100",,,,,,,,,,,,,,,,,
3675,"Tuesday, Jun 21",MIL,STL,"30,208",,,,,,,,,,,,,,,,,
3676,"Wednesday, Jun 22",MIL,STL,"27,986",,,,,,,,,,,,,,,,,
3677,"Thursday, Jun 23",MIL,STL,"32,550",,,,,,,,,,,,,,,,,
3678,"Friday, Jun 24",MIL,TOR,"32,166",,,,,,,,,,,,,,,,,
3679,"Saturday, Jun 25",MIL,TOR,"34,768",,,,,,,,,,,,,,,,,
3680,"Sunday, Jun 26",MIL,TOR,"35,503",,,,,,,,,,,,,,,,,
3681,"Monday, Jul 4",MIL,CHC,"41,981",,,,,,,,,,,,,,,,,
3682,"Tuesday, Jul 5",MIL,CHC,"30,561",,,,,,,,,,,,,,,,,
3683,"Wednesday, Jul 6",MIL,CHC,"32,696",,,,,,,,,,,,,,,,,
3684,"Friday, Jul 8",MIL,PIT,"29,471",,,,,,,,,,,,,,,,,
3685,"Saturday, Jul 9",MIL,PIT,"35,384",,,,,,,,,,,,,,,,,
3686,"Sunday, Jul 10",MIL,PIT,"32,967",,,,,,,,,,,,,,,,,
3687,"Friday, Jul 22",MIL,COL,"33,357",,,,,,,,,,,,,,,,,
3688,"Saturday, Jul 23",MIL,COL,"31,694",,,,,,,,,,,,,,,,,
3689,"Sunday, Jul 24",MIL,COL,"36,465",,,,,,,,,,,,,,,,,
3690,"Monday, Jul 25",MIL,COL,"25,194",,,,,,,,,,,,,,,,,
3691,"Tuesday, Jul 26",MIL,MIN,"28,596",,,,,,,,,,,,,,,,,
3692,"Wednesday, Jul 27",MIL,MIN,"35,914",,,,,,,,,,,,,,,,,
3693,"Friday, Aug 5",MIL,CIN,"33,239",,,,,,,,,,,,,,,,,
3694,"Saturday, Aug 6",MIL,CIN,"35,784",,,,,,,,,,,,,,,,,
3695,"Sunday, Aug 7",MIL,CIN,"40,063",,,,,,,,,,,,,,,,,
3696,"Tuesday, Aug 9",MIL,TBR,"30,030",,,,,,,,,,,,,,,,,
3697,"Wednesday, Aug 10",MIL,TBR,"30,644",,,,,,,,,,,,,,,,,
3698,"Monday, Aug 15",MIL,LAD,"27,084",,,,,,,,,,,,,,,,,
3699,"Tuesday, Aug 16",MIL,LAD,"32,948",,,,,,,,,,,,,,,,,
3700,"Wednesday, Aug 17",MIL,LAD,"30,259",,,,,,,,,,,,,,,,,
3701,"Thursday, Aug 18",MIL,LAD,"37,403",,,,,,,,,,,,,,,,,
3702,"Friday, Aug 26",MIL,CHC,"33,549",,,,,,,,,,,,,,,,,
3703,"Saturday, Aug 27",MIL,CHC,"40,901",,,,,,,,,,,,,,,,,
3704,"Sunday, Aug 28",MIL,CHC,"39,035",,,,,,,,,,,,,,,,,
3705,"Monday, Aug 29",MIL,PIT,"23,009",,,,,,,,,,,,,,,,,
3706,"Tuesday, Aug 30",MIL,PIT,"24,764",,,,,,,,,,,,,,,,,
3707,"Wednesday, Aug 31",MIL,PIT,"25,240",,,,,,,,,,,,,,,,,
3708,"Thursday, Sep 8 (1)",MIL,SFG,,,,,,,,,,,,,,,,,,
3709,"Thursday, Sep 8 (2)",MIL,SFG,"23,019",,,,,,,,,,,,,,,,,
3710,"Friday, Sep 9",MIL,CIN,"33,660",,,,,,,,,,,,,,,,,
3711,"Saturday, Sep 10",MIL,CIN,"34,615",,,,,,,,,,,,,,,,,
3712,"Sunday, Sep 11",MIL,CIN,"42,482",,,,,,,,,,,,,,,,,
3713,"Friday, Sep 16",MIL,NYY,"36,011",,,,,,,,,,,,,,,,,
3714,"Saturday, Sep 17",MIL,NYY,"41,210",,,,,,,,,,,,,,,,,
3715,"Sunday, Sep 18",MIL,NYY,"35,964",,,,,,,,,,,,,,,,,
3716,"Monday, Sep 19",MIL,NYM,"25,671",,,,,,,,,,,,,,,,,
